GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 to 24 years,Margin of Error; Male: - 20 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 44 years,Margin of Error; Male: - 35 to 44 years,Estimate; Male: - 45 to 54 years,Margin of Error; Male: - 45 to 54 years,Estimate; Male: - 55 to 64 years,Margin of Error; Male: - 55 to 64 years,Estimate; Male: - 65 to 74 years,Margin of Error; Male: - 65 to 74 years,Estimate; Male: - 75 to 84 years,Margin of Error; Male: - 75 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 to 24 years,Margin of Error; Female: - 20 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 44 years,Margin of Error; Female: - 35 to 44 years,Estimate; Female: - 45 to 54 years,Margin of Error; Female: - 45 to 54 years,Estimate; Female: - 55 to 64 years,Margin of Error; Female: - 55 to 64 years,Estimate; Female: - 65 to 74 years,Margin of Error; Female: - 65 to 74 years,Estimate; Female: - 75 to 84 years,Margin of Error; Female: - 75 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
1400000US12127090904,12127090904,"Census Tract 909.04, Volusia County, Florida",59,42,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,59,42,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,59,42,0,19,0,19,0,19,0,19,0,19
1400000US12127091001,12127091001,"Census Tract 910.01, Volusia County, Florida",132,105,45,49,0,19,0,19,0,19,0,19,4,6,0,19,31,47,0,19,0,19,0,19,0,19,4,6,6,10,0,19,87,64,0,19,0,19,0,19,0,19,6,9,0,19,14,15,0,19,58,64,3,6,0,19,0,19,6,9,0,19
1400000US12127091005,12127091005,"Census Tract 910.05, Volusia County, Florida",13,16,13,16,0,13,8,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US12127091013,12127091013,"Census Tract 910.13, Volusia County, Florida",335,300,166,173,0,19,0,19,39,65,26,44,0,19,0,19,0,19,46,56,32,52,15,26,0,19,8,16,0,19,0,19,169,135,12,23,27,42,0,19,0,19,36,62,0,19,20,30,0,19,28,48,0,19,25,31,21,32,0,19,0,19
1400000US12127091015,12127091015,"Census Tract 910.15, Volusia County, Florida",184,104,117,77,0,13,0,13,0,13,0,13,0,13,0,13,10,18,68,62,0,13,0,13,25,26,14,19,0,13,0,13,67,44,0,13,0,13,0,13,0,13,0,13,0,13,13,19,9,14,0,13,14,22,16,26,15,18,0,13,0,13
1400000US12127091016,12127091016,"Census Tract 910.16, Volusia County, Florida",232,190,165,137,0,19,0,19,0,19,0,19,28,42,0,19,0,19,0,19,73,82,21,34,23,34,20,31,0,19,0,19,67,59,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,25,41,0,19,42,43,0,19,0,19,0,19
1400000US12127091017,12127091017,"Census Tract 910.17, Volusia County, Florida",48,46,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,40,40,0,13,12,20,0,13,0,13,0,13,0,13,0,13,0,13,10,17,0,13,8,12,0,13,10,14,0,13
1400000US12127091018,12127091018,"Census Tract 910.18, Volusia County, Florida",699,490,391,266,118,125,31,54,0,19,14,27,0,19,0,19,0,19,25,45,138,121,65,102,0,19,0,19,0,19,0,19,308,235,20,33,0,19,94,123,0,19,0,19,0,19,0,19,0,19,177,130,0,19,0,19,0,19,17,27,0,19
1400000US12127091019,12127091019,"Census Tract 910.19, Volusia County, Florida",56,63,24,31,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,16,26,0,19,8,16,0,19,0,19,0,19,32,33,0,19,0,19,0,19,0,19,0,19,0,19,0,19,15,26,0,19,0,19,17,20,0,19,0,19,0,19
1400000US12127091020,12127091020,"Census Tract 910.20, Volusia County, Florida",558,418,275,209,0,19,0,19,0,19,0,19,52,81,0,19,63,80,0,19,54,74,83,98,10,18,13,23,0,19,0,19,283,225,24,45,0,19,0,19,0,19,0,19,74,113,29,45,0,19,49,78,0,19,41,41,66,57,0,19,0,19
1400000US12127091021,12127091021,"Census Tract 910.21, Volusia County, Florida",57,49,41,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,26,0,13,4,6,15,22,0,13,0,13,16,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,22,0,13,0,13
1400000US12127091022,12127091022,"Census Tract 910.22, Volusia County, Florida",345,265,124,123,0,19,37,67,0,19,0,19,0,19,0,19,0,19,0,19,30,56,0,19,0,19,37,55,20,33,0,19,221,184,26,48,57,95,0,19,0,19,0,19,0,19,40,65,29,53,0,19,0,19,38,57,31,35,0,19,0,19
1400000US12127091023,12127091023,"Census Tract 910.23, Volusia County, Florida",49,41,15,22,0,13,0,13,0,13,0,13,0,13,0,13,15,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,8,14,0,13,18,25,0,13,0,13
